"","Name","Type","HP","Attack","Defense","Speed","SpAtk","SpDef","Generation","Legendary","height","weight","base_experience"
"369","Relicanth","Water",100,90,130,55,45,65,3,FALSE,10,234,170
"370","Luvdisc","Water",43,30,55,97,40,65,3,FALSE,6,87,116
"371","Bagon","Dragon",45,75,60,50,40,30,3,FALSE,6,421,60
"372","Shelgon","Dragon",65,95,100,50,60,50,3,FALSE,11,1105,147
"373","Salamence","Dragon",95,135,80,100,110,80,3,FALSE,15,1026,270
"374","Beldum","Steel",40,55,80,30,35,60,3,FALSE,6,952,60
"375","Metang","Steel",60,75,100,50,55,80,3,FALSE,12,2025,147
"376","Metagross","Steel",80,135,130,70,95,90,3,FALSE,16,5500,270
"377","Regirock","Rock",80,100,200,50,50,100,3,TRUE,17,2300,261
"378","Regice","Ice",80,50,100,50,100,200,3,TRUE,18,1750,261
"379","Registeel","Steel",80,75,150,50,75,150,3,TRUE,19,2050,261
"380","Latias","Dragon",80,80,90,110,110,130,3,TRUE,14,400,270
"381","Latios","Dragon",80,90,80,110,130,110,3,TRUE,20,600,270
"382","Kyogre","Water",100,100,90,90,150,140,3,TRUE,45,3520,302
"383","Groudon","Ground",100,150,140,90,100,90,3,TRUE,35,9500,302
"384","Rayquaza","Dragon",105,150,90,95,150,90,3,TRUE,70,2065,306
"385","Jirachi","Steel",100,100,100,100,100,100,3,TRUE,3,11,270
"386","DeoxysNormal Forme","Psychic",50,150,50,150,150,50,3,TRUE,17,608,270
"387","Turtwig","Grass",55,68,64,31,45,55,4,FALSE,4,102,64
"388","Grotle","Grass",75,89,85,36,55,65,4,FALSE,11,970,142
"389","Torterra","Grass",95,109,105,56,75,85,4,FALSE,22,3100,236
"390","Chimchar","Fire",44,58,44,61,58,44,4,FALSE,5,62,62
"391","Monferno","Fire",64,78,52,81,78,52,4,FALSE,9,220,142
"392","Infernape","Fire",76,104,71,108,104,71,4,FALSE,12,550,240
"393","Piplup","Water",53,51,53,40,61,56,4,FALSE,4,52,63
"394","Prinplup","Water",64,66,68,50,81,76,4,FALSE,8,230,142
"395","Empoleon","Water",84,86,88,60,111,101,4,FALSE,17,845,239
"396","Starly","Normal",40,55,30,60,30,30,4,FALSE,3,20,49
"397","Staravia","Normal",55,75,50,80,40,40,4,FALSE,6,155,119
"398","Staraptor","Normal",85,120,70,100,50,60,4,FALSE,12,249,218
"399","Bidoof","Normal",59,45,40,31,35,40,4,FALSE,5,200,50
"400","Bibarel","Normal",79,85,60,71,55,60,4,FALSE,10,315,144
"401","Kricketot","Bug",37,25,41,25,25,41,4,FALSE,3,22,39
"402","Kricketune","Bug",77,85,51,65,55,51,4,FALSE,10,255,134
"403","Shinx","Electric",45,65,34,45,40,34,4,FALSE,5,95,53
"404","Luxio","Electric",60,85,49,60,60,49,4,FALSE,9,305,127
"405","Luxray","Electric",80,120,79,70,95,79,4,FALSE,14,420,235
"406","Budew","Grass",40,30,35,55,50,70,4,FALSE,2,12,56
"407","Roserade","Grass",60,70,65,90,125,105,4,FALSE,9,145,232
"408","Cranidos","Rock",67,125,40,58,30,30,4,FALSE,9,315,70
"409","Rampardos","Rock",97,165,60,58,65,50,4,FALSE,16,1025,173
"410","Shieldon","Rock",30,42,118,30,42,88,4,FALSE,5,570,70
"411","Bastiodon","Rock",60,52,168,30,47,138,4,FALSE,13,1495,173
"412","Burmy","Bug",40,29,45,36,29,45,4,FALSE,2,34,45
"413","WormadamPlant Cloak","Bug",60,59,85,36,79,105,4,FALSE,5,65,148
"414","Mothim","Bug",70,94,50,66,94,50,4,FALSE,9,233,148
"415","Combee","Bug",30,30,42,70,30,42,4,FALSE,3,55,49
"416","Vespiquen","Bug",70,80,102,40,80,102,4,FALSE,12,385,166
"417","Pachirisu","Electric",60,45,70,95,45,90,4,FALSE,4,39,142
"418","Buizel","Water",55,65,35,85,60,30,4,FALSE,7,295,66
"419","Floatzel","Water",85,105,55,115,85,50,4,FALSE,11,335,173
"420","Cherubi","Grass",45,35,45,35,62,53,4,FALSE,4,33,55
"421","Cherrim","Grass",70,60,70,85,87,78,4,FALSE,5,93,158
"422","Shellos","Water",76,48,48,34,57,62,4,FALSE,3,63,65
"423","Gastrodon","Water",111,83,68,39,92,82,4,FALSE,9,299,166
"424","Ambipom","Normal",75,100,66,115,60,66,4,FALSE,12,203,169
"425","Drifloon","Ghost",90,50,34,70,60,44,4,FALSE,4,12,70
"426","Drifblim","Ghost",150,80,44,80,90,54,4,FALSE,12,150,174
"427","Buneary","Normal",55,66,44,85,44,56,4,FALSE,4,55,70
"428","Lopunny","Normal",65,76,84,105,54,96,4,FALSE,12,333,168
"429","Mismagius","Ghost",60,60,60,105,105,105,4,FALSE,9,44,173
"430","Honchkrow","Dark",100,125,52,71,105,52,4,FALSE,9,273,177
"431","Glameow","Normal",49,55,42,85,42,37,4,FALSE,5,39,62
"432","Purugly","Normal",71,82,64,112,64,59,4,FALSE,10,438,158
"433","Chingling","Psychic",45,30,50,45,65,50,4,FALSE,2,6,57
"434","Stunky","Poison",63,63,47,74,41,41,4,FALSE,4,192,66
"435","Skuntank","Poison",103,93,67,84,71,61,4,FALSE,10,380,168
"436","Bronzor","Steel",57,24,86,23,24,86,4,FALSE,5,605,60
"437","Bronzong","Steel",67,89,116,33,79,116,4,FALSE,13,1870,175
"438","Bonsly","Rock",50,80,95,10,10,45,4,FALSE,5,150,58
"439","Mime Jr.","Psychic",20,25,45,60,70,90,4,FALSE,6,130,62
"440","Happiny","Normal",100,5,5,30,15,65,4,FALSE,6,244,110
"441","Chatot","Normal",76,65,45,91,92,42,4,FALSE,5,19,144
"442","Spiritomb","Ghost",50,92,108,35,92,108,4,FALSE,10,1080,170
"443","Gible","Dragon",58,70,45,42,40,45,4,FALSE,7,205,60
"444","Gabite","Dragon",68,90,65,82,50,55,4,FALSE,14,560,144
"445","Garchomp","Dragon",108,130,95,102,80,85,4,FALSE,19,950,270
"446","Munchlax","Normal",135,85,40,5,40,85,4,FALSE,6,1050,78
"447","Riolu","Fighting",40,70,40,60,35,40,4,FALSE,7,202,57
"448","Lucario","Fighting",70,110,70,90,115,70,4,FALSE,12,540,184
"449","Hippopotas","Ground",68,72,78,32,38,42,4,FALSE,8,495,66
"450","Hippowdon","Ground",108,112,118,47,68,72,4,FALSE,20,3000,184
"451","Skorupi","Poison",40,50,90,65,30,55,4,FALSE,8,120,66
"452","Drapion","Poison",70,90,110,95,60,75,4,FALSE,13,615,175
"453","Croagunk","Poison",48,61,40,50,61,40,4,FALSE,7,230,60
"454","Toxicroak","Poison",83,106,65,85,86,65,4,FALSE,13,444,172
"455","Carnivine","Grass",74,100,72,46,90,72,4,FALSE,14,270,159
"456","Finneon","Water",49,49,56,66,49,61,4,FALSE,4,70,66
"457","Lumineon","Water",69,69,76,91,69,86,4,FALSE,12,240,161
"458","Mantyke","Water",45,20,50,50,60,120,4,FALSE,10,650,69
"459","Snover","Grass",60,62,50,40,62,60,4,FALSE,10,505,67
"460","Abomasnow","Grass",90,92,75,60,92,85,4,FALSE,22,1355,173
"461","Weavile","Dark",70,120,65,125,45,85,4,FALSE,11,340,179
"462","Magnezone","Electric",70,70,115,60,130,90,4,FALSE,12,1800,241
"463","Lickilicky","Normal",110,85,95,50,80,95,4,FALSE,17,1400,180
"464","Rhyperior","Ground",115,140,130,40,55,55,4,FALSE,24,2828,241
"465","Tangrowth","Grass",100,100,125,50,110,50,4,FALSE,20,1286,187
"466","Electivire","Electric",75,123,67,95,95,85,4,FALSE,18,1386,243
"467","Magmortar","Fire",75,95,67,83,125,95,4,FALSE,16,680,243
"468","Togekiss","Fairy",85,50,95,80,120,115,4,FALSE,15,380,245
"469","Yanmega","Bug",86,76,86,95,116,56,4,FALSE,19,515,180
"470","Leafeon","Grass",65,110,130,95,60,65,4,FALSE,10,255,184
"471","Glaceon","Ice",65,60,110,65,130,95,4,FALSE,8,259,184
"472","Gliscor","Ground",75,95,125,95,45,75,4,FALSE,20,425,179
"473","Mamoswine","Ice",110,130,80,80,70,60,4,FALSE,25,2910,239
"474","Porygon-Z","Normal",85,80,70,90,135,75,4,FALSE,9,340,241
"475","Gallade","Psychic",68,125,65,80,65,115,4,FALSE,16,520,233
"476","Probopass","Rock",60,55,145,40,75,150,4,FALSE,14,3400,184
"477","Dusknoir","Ghost",45,100,135,45,65,135,4,FALSE,22,1066,236
"478","Froslass","Ice",70,80,70,110,80,70,4,FALSE,13,266,168
"479","Rotom","Electric",50,50,77,91,95,77,4,FALSE,3,3,154
"480","Uxie","Psychic",75,75,130,95,75,130,4,TRUE,3,3,261
"481","Mesprit","Psychic",80,105,105,80,105,105,4,TRUE,3,3,261
"482","Azelf","Psychic",75,125,70,115,125,70,4,TRUE,3,3,261
"483","Dialga","Steel",100,120,120,90,150,100,4,TRUE,54,6830,306
"484","Palkia","Water",90,120,100,100,150,120,4,TRUE,42,3360,306
"485","Heatran","Fire",91,90,106,77,130,106,4,TRUE,17,4300,270
"486","Regigigas","Normal",110,160,110,100,80,110,4,TRUE,37,4200,302
"487","GiratinaAltered Forme","Ghost",150,100,120,90,100,120,4,TRUE,45,7500,306
"488","Cresselia","Psychic",120,70,120,85,75,130,4,FALSE,15,856,270
"489","Phione","Water",80,80,80,80,80,80,4,FALSE,4,31,216
"490","Manaphy","Water",100,100,100,100,100,100,4,FALSE,3,14,270
"491","Darkrai","Dark",70,90,90,125,135,90,4,TRUE,15,505,270
"492","ShayminLand Forme","Grass",100,100,100,100,100,100,4,TRUE,2,21,270
"493","Arceus","Normal",120,120,120,120,120,120,4,TRUE,32,3200,324
"494","Victini","Psychic",100,100,100,100,100,100,5,TRUE,4,40,270
"495","Snivy","Grass",45,45,55,63,45,55,5,FALSE,6,81,62
"496","Servine","Grass",60,60,75,83,60,75,5,FALSE,8,160,145
"497","Serperior","Grass",75,75,95,113,75,95,5,FALSE,33,630,238
"498","Tepig","Fire",65,63,45,45,45,45,5,FALSE,5,99,62
"499","Pignite","Fire",90,93,55,55,70,55,5,FALSE,10,555,146
"500","Emboar","Fire",110,123,65,65,100,65,5,FALSE,16,1500,238
"501","Oshawott","Water",55,55,45,45,63,45,5,FALSE,5,59,62
"502","Dewott","Water",75,75,60,60,83,60,5,FALSE,8,245,145
"503","Samurott","Water",95,100,85,70,108,70,5,FALSE,15,946,238
"504","Patrat","Normal",45,55,39,42,35,39,5,FALSE,5,116,51
"505","Watchog","Normal",60,85,69,77,60,69,5,FALSE,11,270,147
"506","Lillipup","Normal",45,60,45,55,25,45,5,FALSE,4,41,55
"507","Herdier","Normal",65,80,65,60,35,65,5,FALSE,9,147,130
"508","Stoutland","Normal",85,110,90,80,45,90,5,FALSE,12,610,225
"509","Purrloin","Dark",41,50,37,66,50,37,5,FALSE,4,101,56
"510","Liepard","Dark",64,88,50,106,88,50,5,FALSE,11,375,156
"511","Pansage","Grass",50,53,48,64,53,48,5,FALSE,6,105,63
"512","Simisage","Grass",75,98,63,101,98,63,5,FALSE,11,305,174
"513","Pansear","Fire",50,53,48,64,53,48,5,FALSE,6,110,63
"514","Simisear","Fire",75,98,63,101,98,63,5,FALSE,10,280,174
"515","Panpour","Water",50,53,48,64,53,48,5,FALSE,6,135,63
"516","Simipour","Water",75,98,63,101,98,63,5,FALSE,10,290,174
"517","Munna","Psychic",76,25,45,24,67,55,5,FALSE,6,233,58
"518","Musharna","Psychic",116,55,85,29,107,95,5,FALSE,11,605,170
"519","Pidove","Normal",50,55,50,43,36,30,5,FALSE,3,21,53
"520","Tranquill","Normal",62,77,62,65,50,42,5,FALSE,6,150,125
"521","Unfezant","Normal",80,115,80,93,65,55,5,FALSE,12,290,220
"522","Blitzle","Electric",45,60,32,76,50,32,5,FALSE,8,298,59
"523","Zebstrika","Electric",75,100,63,116,80,63,5,FALSE,16,795,174
"524","Roggenrola","Rock",55,75,85,15,25,25,5,FALSE,4,180,56
"525","Boldore","Rock",70,105,105,20,50,40,5,FALSE,9,1020,137
"526","Gigalith","Rock",85,135,130,25,60,80,5,FALSE,17,2600,232
"527","Woobat","Psychic",55,45,43,72,55,43,5,FALSE,4,21,65
"528","Swoobat","Psychic",67,57,55,114,77,55,5,FALSE,9,105,149
"529","Drilbur","Ground",60,85,40,68,30,45,5,FALSE,3,85,66
"530","Excadrill","Ground",110,135,60,88,50,65,5,FALSE,7,404,178
"531","Audino","Normal",103,60,86,50,60,86,5,FALSE,11,310,390
"532","Timburr","Fighting",75,80,55,35,25,35,5,FALSE,6,125,61
"533","Gurdurr","Fighting",85,105,85,40,40,50,5,FALSE,12,400,142
"534","Conkeldurr","Fighting",105,140,95,45,55,65,5,FALSE,14,870,227
"535","Tympole","Water",50,50,40,64,50,40,5,FALSE,5,45,59
"536","Palpitoad","Water",75,65,55,69,65,55,5,FALSE,8,170,134
"537","Seismitoad","Water",105,95,75,74,85,75,5,FALSE,15,620,229
"538","Throh","Fighting",120,100,85,45,30,85,5,FALSE,13,555,163
"539","Sawk","Fighting",75,125,75,85,30,75,5,FALSE,14,510,163
"540","Sewaddle","Bug",45,53,70,42,40,60,5,FALSE,3,25,62
"541","Swadloon","Bug",55,63,90,42,50,80,5,FALSE,5,73,133
"542","Leavanny","Bug",75,103,80,92,70,80,5,FALSE,12,205,225
"543","Venipede","Bug",30,45,59,57,30,39,5,FALSE,4,53,52
"544","Whirlipede","Bug",40,55,99,47,40,79,5,FALSE,12,585,126
"545","Scolipede","Bug",60,100,89,112,55,69,5,FALSE,25,2005,218
"546","Cottonee","Grass",40,27,60,66,37,50,5,FALSE,3,6,56
"547","Whimsicott","Grass",60,67,85,116,77,75,5,FALSE,7,66,168
"548","Petilil","Grass",45,35,50,30,70,50,5,FALSE,5,66,56
"549","Lilligant","Grass",70,60,75,90,110,75,5,FALSE,11,163,168
"550","Basculin","Water",70,92,65,98,80,55,5,FALSE,10,180,161
"551","Sandile","Ground",50,72,35,65,35,35,5,FALSE,7,152,58
"552","Krokorok","Ground",60,82,45,74,45,45,5,FALSE,10,334,123
"553","Krookodile","Ground",95,117,80,92,65,70,5,FALSE,15,963,234
"554","Darumaka","Fire",70,90,45,50,15,45,5,FALSE,6,375,63
"555","DarmanitanStandard Mode","Fire",105,140,55,95,30,55,5,FALSE,13,929,168
"556","Maractus","Grass",75,86,67,60,106,67,5,FALSE,10,280,161
"557","Dwebble","Bug",50,65,85,55,35,35,5,FALSE,3,145,65
"558","Crustle","Bug",70,95,125,45,65,75,5,FALSE,14,2000,170
"559","Scraggy","Dark",50,75,70,48,35,70,5,FALSE,6,118,70
"560","Scrafty","Dark",65,90,115,58,45,115,5,FALSE,11,300,171
"561","Sigilyph","Psychic",72,58,80,97,103,80,5,FALSE,14,140,172
"562","Yamask","Ghost",38,30,85,30,55,65,5,FALSE,5,15,61
"563","Cofagrigus","Ghost",58,50,145,30,95,105,5,FALSE,17,765,169
"564","Tirtouga","Water",54,78,103,22,53,45,5,FALSE,7,165,71
"565","Carracosta","Water",74,108,133,32,83,65,5,FALSE,12,810,173
"566","Archen","Rock",55,112,45,70,74,45,5,FALSE,5,95,71
"567","Archeops","Rock",75,140,65,110,112,65,5,FALSE,14,320,177
"568","Trubbish","Poison",50,50,62,65,40,62,5,FALSE,6,310,66
"569","Garbodor","Poison",80,95,82,75,60,82,5,FALSE,19,1073,166
"570","Zorua","Dark",40,65,40,65,80,40,5,FALSE,7,125,66
"571","Zoroark","Dark",60,105,60,105,120,60,5,FALSE,16,811,179
"572","Minccino","Normal",55,50,40,75,40,40,5,FALSE,4,58,60
"573","Cinccino","Normal",75,95,60,115,65,60,5,FALSE,5,75,165
"574","Gothita","Psychic",45,30,50,45,55,65,5,FALSE,4,58,58
"575","Gothorita","Psychic",60,45,70,55,75,85,5,FALSE,7,180,137
"576","Gothitelle","Psychic",70,55,95,65,95,110,5,FALSE,15,440,221
"577","Solosis","Psychic",45,30,40,20,105,50,5,FALSE,3,10,58
"578","Duosion","Psychic",65,40,50,30,125,60,5,FALSE,6,80,130
"579","Reuniclus","Psychic",110,65,75,30,125,85,5,FALSE,10,201,221
"580","Ducklett","Water",62,44,50,55,44,50,5,FALSE,5,55,61
"581","Swanna","Water",75,87,63,98,87,63,5,FALSE,13,242,166
"582","Vanillite","Ice",36,50,50,44,65,60,5,FALSE,4,57,61
"583","Vanillish","Ice",51,65,65,59,80,75,5,FALSE,11,410,138
"584","Vanilluxe","Ice",71,95,85,79,110,95,5,FALSE,13,575,241
"585","Deerling","Normal",60,60,50,75,40,50,5,FALSE,6,195,67
"586","Sawsbuck","Normal",80,100,70,95,60,70,5,FALSE,19,925,166
"587","Emolga","Electric",55,75,60,103,75,60,5,FALSE,4,50,150
"588","Karrablast","Bug",50,75,45,60,40,45,5,FALSE,5,59,63
"589","Escavalier","Bug",70,135,105,20,60,105,5,FALSE,10,330,173
"590","Foongus","Grass",69,55,45,15,55,55,5,FALSE,2,10,59
"591","Amoonguss","Grass",114,85,70,30,85,80,5,FALSE,6,105,162
"592","Frillish","Water",55,40,50,40,65,85,5,FALSE,12,330,67
"593","Jellicent","Water",100,60,70,60,85,105,5,FALSE,22,1350,168
"594","Alomomola","Water",165,75,80,65,40,45,5,FALSE,12,316,165
"595","Joltik","Bug",50,47,50,65,57,50,5,FALSE,1,6,64
"596","Galvantula","Bug",70,77,60,108,97,60,5,FALSE,8,143,165
"597","Ferroseed","Grass",44,50,91,10,24,86,5,FALSE,6,188,61
"598","Ferrothorn","Grass",74,94,131,20,54,116,5,FALSE,10,1100,171
"599","Klink","Steel",40,55,70,30,45,60,5,FALSE,3,210,60
"600","Klang","Steel",60,80,95,50,70,85,5,FALSE,6,510,154
"601","Klinklang","Steel",60,100,115,90,70,85,5,FALSE,6,810,234
"602","Tynamo","Electric",35,55,40,60,45,40,5,FALSE,2,3,55
"603","Eelektrik","Electric",65,85,70,40,75,70,5,FALSE,12,220,142
"604","Eelektross","Electric",85,115,80,50,105,80,5,FALSE,21,805,232
"605","Elgyem","Psychic",55,55,55,30,85,55,5,FALSE,5,90,67
"606","Beheeyem","Psychic",75,75,75,40,125,95,5,FALSE,10,345,170
"607","Litwick","Ghost",50,30,55,20,65,55,5,FALSE,3,31,55
"608","Lampent","Ghost",60,40,60,55,95,60,5,FALSE,6,130,130
"609","Chandelure","Ghost",60,55,90,80,145,90,5,FALSE,10,343,234
"610","Axew","Dragon",46,87,60,57,30,40,5,FALSE,6,180,64
"611","Fraxure","Dragon",66,117,70,67,40,50,5,FALSE,10,360,144
"612","Haxorus","Dragon",76,147,90,97,60,70,5,FALSE,18,1055,243
"613","Cubchoo","Ice",55,70,40,40,60,40,5,FALSE,5,85,61
"614","Beartic","Ice",95,110,80,50,70,80,5,FALSE,26,2600,177
"615","Cryogonal","Ice",70,50,30,105,95,135,5,FALSE,11,1480,180
"616","Shelmet","Bug",50,40,85,25,40,65,5,FALSE,4,77,61
"617","Accelgor","Bug",80,70,40,145,100,60,5,FALSE,8,253,173
"618","Stunfisk","Ground",109,66,84,32,81,99,5,FALSE,7,110,165
"619","Mienfoo","Fighting",45,85,50,65,55,50,5,FALSE,9,200,70
"620","Mienshao","Fighting",65,125,60,105,95,60,5,FALSE,14,355,179
"621","Druddigon","Dragon",77,120,90,48,60,90,5,FALSE,16,1390,170
"622","Golett","Ground",59,74,50,35,35,50,5,FALSE,10,920,61
"623","Golurk","Ground",89,124,80,55,55,80,5,FALSE,28,3300,169
"624","Pawniard","Dark",45,85,70,60,40,40,5,FALSE,5,102,68
"625","Bisharp","Dark",65,125,100,70,60,70,5,FALSE,16,700,172
"626","Bouffalant","Normal",95,110,95,55,40,95,5,FALSE,16,946,172
"627","Rufflet","Normal",70,83,50,60,37,50,5,FALSE,5,105,70
"628","Braviary","Normal",100,123,75,80,57,75,5,FALSE,15,410,179
"629","Vullaby","Dark",70,55,75,60,45,65,5,FALSE,5,90,74
"630","Mandibuzz","Dark",110,65,105,80,55,95,5,FALSE,12,395,179
"631","Heatmor","Fire",85,97,66,65,105,66,5,FALSE,14,580,169
"632","Durant","Bug",58,109,112,109,48,48,5,FALSE,3,330,169
"633","Deino","Dark",52,65,50,38,45,50,5,FALSE,8,173,60
"634","Zweilous","Dark",72,85,70,58,65,70,5,FALSE,14,500,147
"635","Hydreigon","Dark",92,105,90,98,125,90,5,FALSE,18,1600,270
"636","Larvesta","Bug",55,85,55,60,50,55,5,FALSE,11,288,72
"637","Volcarona","Bug",85,60,65,100,135,105,5,FALSE,16,460,248
"638","Cobalion","Steel",91,90,129,108,90,72,5,TRUE,21,2500,261
"639","Terrakion","Rock",91,129,90,108,72,90,5,TRUE,19,2600,261
"640","Virizion","Grass",91,90,72,108,90,129,5,TRUE,20,2000,261
"641","TornadusIncarnate Forme","Flying",79,115,70,111,125,80,5,TRUE,15,630,261
"642","ThundurusIncarnate Forme","Electric",79,115,70,111,125,80,5,TRUE,15,610,261
"643","Reshiram","Dragon",100,120,100,90,150,120,5,TRUE,32,3300,306
"644","Zekrom","Dragon",100,150,120,90,120,100,5,TRUE,29,3450,306
"645","LandorusIncarnate Forme","Ground",89,125,90,101,115,80,5,TRUE,15,680,270
"646","Kyurem","Dragon",125,130,90,95,130,90,5,TRUE,30,3250,297
"647","KeldeoOrdinary Forme","Water",91,72,90,108,129,90,5,FALSE,14,485,261
"648","MeloettaAria Forme","Normal",100,77,77,90,128,128,5,FALSE,6,65,270
"649","Genesect","Bug",71,120,95,99,120,95,5,FALSE,15,825,270
"650","Chespin","Grass",56,61,65,38,48,45,6,FALSE,4,90,63
"651","Quilladin","Grass",61,78,95,57,56,58,6,FALSE,7,290,142
"652","Chesnaught","Grass",88,107,122,64,74,75,6,FALSE,16,900,239
"653","Fennekin","Fire",40,45,40,60,62,60,6,FALSE,4,94,61
"654","Braixen","Fire",59,59,58,73,90,70,6,FALSE,10,145,143
"655","Delphox","Fire",75,69,72,104,114,100,6,FALSE,15,390,240
"656","Froakie","Water",41,56,40,71,62,44,6,FALSE,3,70,63
"657","Frogadier","Water",54,63,52,97,83,56,6,FALSE,6,109,142
"658","Greninja","Water",72,95,67,122,103,71,6,FALSE,15,400,239
"659","Bunnelby","Normal",38,36,38,57,32,36,6,FALSE,4,50,47
"660","Diggersby","Normal",85,56,77,78,50,77,6,FALSE,10,424,148
"661","Fletchling","Normal",45,50,43,62,40,38,6,FALSE,3,17,56
"662","Fletchinder","Fire",62,73,55,84,56,52,6,FALSE,7,160,134
"663","Talonflame","Fire",78,81,71,126,74,69,6,FALSE,12,245,175
"664","Scatterbug","Bug",38,35,40,35,27,25,6,FALSE,3,25,40
"665","Spewpa","Bug",45,22,60,29,27,30,6,FALSE,3,84,75
"666","Vivillon","Bug",80,52,50,89,90,50,6,FALSE,12,170,185
"667","Litleo","Fire",62,50,58,72,73,54,6,FALSE,6,135,74
"668","Pyroar","Fire",86,68,72,106,109,66,6,FALSE,15,815,177
"669","Flabébé","Fairy",44,38,39,42,61,79,6,FALSE,1,1,61
"670","Floette","Fairy",54,45,47,52,75,98,6,FALSE,2,9,130
"671","Florges","Fairy",78,65,68,75,112,154,6,FALSE,11,100,248
"672","Skiddo","Grass",66,65,48,52,62,57,6,FALSE,9,310,70
"673","Gogoat","Grass",123,100,62,68,97,81,6,FALSE,17,910,186
"674","Pancham","Fighting",67,82,62,43,46,48,6,FALSE,6,80,70
"675","Pangoro","Fighting",95,124,78,58,69,71,6,FALSE,21,1360,173
"676","Furfrou","Normal",75,80,60,102,65,90,6,FALSE,12,280,165
"677","Espurr","Psychic",62,48,54,68,63,60,6,FALSE,3,35,71
"678","MeowsticMale","Psychic",74,48,76,104,83,81,6,FALSE,6,85,163
"679","Honedge","Steel",45,80,100,28,35,37,6,FALSE,8,20,65
"680","Doublade","Steel",59,110,150,35,45,49,6,FALSE,8,45,157
"681","AegislashBlade Forme","Steel",60,150,50,60,150,50,6,FALSE,17,530,234
"682","Spritzee","Fairy",78,52,60,23,63,65,6,FALSE,2,5,68
"683","Aromatisse","Fairy",101,72,72,29,99,89,6,FALSE,8,155,162
"684","Swirlix","Fairy",62,48,66,49,59,57,6,FALSE,4,35,68
"685","Slurpuff","Fairy",82,80,86,72,85,75,6,FALSE,8,50,168
"686","Inkay","Dark",53,54,53,45,37,46,6,FALSE,4,35,58
"687","Malamar","Dark",86,92,88,73,68,75,6,FALSE,15,470,169
"688","Binacle","Rock",42,52,67,50,39,56,6,FALSE,5,310,61
"689","Barbaracle","Rock",72,105,115,68,54,86,6,FALSE,13,960,175
"690","Skrelp","Poison",50,60,60,30,60,60,6,FALSE,5,73,64
"691","Dragalge","Poison",65,75,90,44,97,123,6,FALSE,18,815,173
"692","Clauncher","Water",50,53,62,44,58,63,6,FALSE,5,83,66
"693","Clawitzer","Water",71,73,88,59,120,89,6,FALSE,13,353,100
"694","Helioptile","Electric",44,38,33,70,61,43,6,FALSE,5,60,58
"695","Heliolisk","Electric",62,55,52,109,109,94,6,FALSE,10,210,168
"696","Tyrunt","Rock",58,89,77,48,45,45,6,FALSE,8,260,72
"697","Tyrantrum","Rock",82,121,119,71,69,59,6,FALSE,25,2700,182
"698","Amaura","Rock",77,59,50,46,67,63,6,FALSE,13,252,72
"699","Aurorus","Rock",123,77,72,58,99,92,6,FALSE,27,2250,104
"700","Sylveon","Fairy",95,65,65,60,110,130,6,FALSE,10,235,184
"701","Hawlucha","Fighting",78,92,75,118,74,63,6,FALSE,8,215,175
"702","Dedenne","Electric",67,58,57,101,81,67,6,FALSE,2,22,151
"703","Carbink","Rock",50,50,150,50,50,150,6,FALSE,3,57,100
"704","Goomy","Dragon",45,50,35,40,55,75,6,FALSE,3,28,60
"705","Sliggoo","Dragon",68,75,53,60,83,113,6,FALSE,8,175,158
"706","Goodra","Dragon",90,100,70,80,110,150,6,FALSE,20,1505,270
"707","Klefki","Steel",57,80,91,75,80,87,6,FALSE,2,30,165
"708","Phantump","Ghost",43,70,48,38,50,60,6,FALSE,4,70,62
"709","Trevenant","Ghost",85,110,76,56,65,82,6,FALSE,15,710,166
"710","PumpkabooAverage Size","Ghost",49,66,70,51,44,55,6,FALSE,4,50,67
"711","GourgeistAverage Size","Ghost",65,90,122,84,58,75,6,FALSE,9,125,173
"712","Bergmite","Ice",55,69,85,28,32,35,6,FALSE,10,995,61
"713","Avalugg","Ice",95,117,184,28,44,46,6,FALSE,20,5050,180
"714","Noibat","Flying",40,30,35,55,45,40,6,FALSE,5,80,49
"715","Noivern","Flying",85,70,80,123,97,80,6,FALSE,15,850,187
"716","Xerneas","Fairy",126,131,95,99,131,98,6,TRUE,30,2150,306
"717","Yveltal","Dark",126,131,95,99,131,98,6,TRUE,58,2030,306
"718","Zygarde50% Forme","Dragon",108,100,121,95,81,95,6,TRUE,50,3050,270
"719","Diancie","Rock",50,100,150,50,100,150,6,TRUE,7,88,270
"720","HoopaHoopa Confined","Psychic",80,110,60,70,150,130,6,TRUE,5,90,270
"721","Volcanion","Fire",80,110,120,70,130,90,6,TRUE,17,1950,270
